Sequence,Mean Δt (frames),#Matching Points,Δt Values
M037_034_0_0_condition_M003.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M005.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M007.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M009.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M011.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M012.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M013.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M019.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M022.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M023.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M024.npy,6.00,3,5;5;8
M037_034_0_0_condition_M025.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M026.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M027.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M028.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M029.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M030.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_M031.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W009.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W011.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W014.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W015.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W016.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W018.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W019.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W021.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W023.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W024.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W025.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W026.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W028.npy,5.50,4,4;5;5;8
M037_034_0_0_condition_W029.npy,5.50,4,4;5;5;8
M037_035_0_0_condition_M003.npy,2.50,2,4;1
M037_035_0_0_condition_M005.npy,2.50,2,4;1
M037_035_0_0_condition_M007.npy,2.50,2,4;1
M037_035_0_0_condition_M009.npy,2.50,2,4;1
M037_035_0_0_condition_M011.npy,2.50,2,4;1
M037_035_0_0_condition_M012.npy,2.50,2,4;1
M037_035_0_0_condition_M013.npy,2.50,2,4;1
M037_035_0_0_condition_M019.npy,2.50,2,4;1
M037_035_0_0_condition_M022.npy,2.50,2,4;1
M037_035_0_0_condition_M023.npy,2.50,2,4;1
M037_035_0_0_condition_M024.npy,2.50,2,4;1
M037_035_0_0_condition_M025.npy,2.50,2,4;1
M037_035_0_0_condition_M026.npy,2.50,2,4;1
M037_035_0_0_condition_M027.npy,2.50,2,4;1
M037_035_0_0_condition_M028.npy,2.50,2,4;1
M037_035_0_0_condition_M029.npy,2.50,2,4;1
M037_035_0_0_condition_M030.npy,2.50,2,4;1
M037_035_0_0_condition_M031.npy,2.50,2,4;1
M037_035_0_0_condition_W009.npy,2.50,2,4;1
M037_035_0_0_condition_W011.npy,2.50,2,4;1
M037_035_0_0_condition_W014.npy,2.50,2,4;1
M037_035_0_0_condition_W015.npy,2.50,2,4;1
M037_035_0_0_condition_W016.npy,2.50,2,4;1
M037_035_0_0_condition_W018.npy,2.50,2,4;1
M037_035_0_0_condition_W019.npy,2.50,2,4;1
M037_035_0_0_condition_W021.npy,2.50,2,4;1
M037_035_0_0_condition_W023.npy,2.50,2,4;1
M037_035_0_0_condition_W024.npy,2.50,2,4;1
M037_035_0_0_condition_W025.npy,2.50,2,4;1
M037_035_0_0_condition_W026.npy,2.50,2,4;1
M037_035_0_0_condition_W028.npy,2.50,2,4;1
M037_035_0_0_condition_W029.npy,2.50,2,4;1
M037_039_0_0_condition_M003.npy,No matching points,0,[]
M037_039_0_0_condition_M005.npy,No matching points,0,[]
M037_039_0_0_condition_M007.npy,No matching points,0,[]
M037_039_0_0_condition_M009.npy,No matching points,0,[]
M037_039_0_0_condition_M011.npy,No matching points,0,[]
M037_039_0_0_condition_M012.npy,No matching points,0,[]
M037_039_0_0_condition_M013.npy,No matching points,0,[]
M037_039_0_0_condition_M019.npy,No matching points,0,[]
M037_039_0_0_condition_M022.npy,No matching points,0,[]
M037_039_0_0_condition_M023.npy,No matching points,0,[]
M037_039_0_0_condition_M024.npy,No matching points,0,[]
M037_039_0_0_condition_M025.npy,No matching points,0,[]
M037_039_0_0_condition_M026.npy,No matching points,0,[]
M037_039_0_0_condition_M027.npy,No matching points,0,[]
M037_039_0_0_condition_M028.npy,No matching points,0,[]
M037_039_0_0_condition_M029.npy,No matching points,0,[]
M037_039_0_0_condition_M030.npy,No matching points,0,[]
M037_039_0_0_condition_M031.npy,No matching points,0,[]
M037_039_0_0_condition_W009.npy,No matching points,0,[]
M037_039_0_0_condition_W011.npy,No matching points,0,[]
M037_039_0_0_condition_W014.npy,No matching points,0,[]
M037_039_0_0_condition_W015.npy,No matching points,0,[]
M037_039_0_0_condition_W016.npy,No matching points,0,[]
M037_039_0_0_condition_W018.npy,No matching points,0,[]
M037_039_0_0_condition_W019.npy,No matching points,0,[]
M037_039_0_0_condition_W021.npy,No matching points,0,[]
M037_039_0_0_condition_W023.npy,No matching points,0,[]
M037_039_0_0_condition_W024.npy,No matching points,0,[]
M037_039_0_0_condition_W025.npy,No matching points,0,[]
M037_039_0_0_condition_W026.npy,No matching points,0,[]
M037_039_0_0_condition_W028.npy,No matching points,0,[]
M037_039_0_0_condition_W029.npy,No matching points,0,[]
M037_040_0_0_condition_M003.npy,No matching points,0,[]
M037_040_0_0_condition_M005.npy,No matching points,0,[]
M037_040_0_0_condition_M007.npy,No matching points,0,[]
M037_040_0_0_condition_M009.npy,No matching points,0,[]
M037_040_0_0_condition_M011.npy,No matching points,0,[]
M037_040_0_0_condition_M012.npy,No matching points,0,[]
M037_040_0_0_condition_M013.npy,No matching points,0,[]
M037_040_0_0_condition_M019.npy,No matching points,0,[]
M037_040_0_0_condition_M022.npy,No matching points,0,[]
M037_040_0_0_condition_M023.npy,No matching points,0,[]
M037_040_0_0_condition_M024.npy,No matching points,0,[]
M037_040_0_0_condition_M025.npy,No matching points,0,[]
M037_040_0_0_condition_M026.npy,No matching points,0,[]
M037_040_0_0_condition_M027.npy,No matching points,0,[]
M037_040_0_0_condition_M028.npy,No matching points,0,[]
M037_040_0_0_condition_M029.npy,No matching points,0,[]
M037_040_0_0_condition_M030.npy,No matching points,0,[]
M037_040_0_0_condition_M031.npy,No matching points,0,[]
M037_040_0_0_condition_W009.npy,No matching points,0,[]
M037_040_0_0_condition_W011.npy,No matching points,0,[]
M037_040_0_0_condition_W014.npy,No matching points,0,[]
M037_040_0_0_condition_W015.npy,No matching points,0,[]
M037_040_0_0_condition_W016.npy,No matching points,0,[]
M037_040_0_0_condition_W018.npy,No matching points,0,[]
M037_040_0_0_condition_W019.npy,No matching points,0,[]
M037_040_0_0_condition_W021.npy,No matching points,0,[]
M037_040_0_0_condition_W023.npy,No matching points,0,[]
M037_040_0_0_condition_W024.npy,No matching points,0,[]
M037_040_0_0_condition_W025.npy,No matching points,0,[]
M037_040_0_0_condition_W026.npy,No matching points,0,[]
M037_040_0_0_condition_W028.npy,No matching points,0,[]
M037_040_0_0_condition_W029.npy,No matching points,0,[]
M039_034_0_0_condition_M003.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M005.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_M007.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M009.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_M011.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_M012.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_M013.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_M019.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_M022.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M023.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_M024.npy,1.50,2,2;1
M039_034_0_0_condition_M025.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_M026.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_M027.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M028.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M029.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_M030.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_M031.npy,1.20,5,2;2;1;1;0
M039_034_0_0_condition_W009.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_W011.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_W014.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_W015.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_W016.npy,1.20,5,2;2;1;1;0
M039_034_0_0_condition_W018.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_W019.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_W021.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_W023.npy,1.50,6,2;2;1;1;1;2
M039_034_0_0_condition_W024.npy,1.33,6,2;2;1;1;1;1
M039_034_0_0_condition_W025.npy,1.17,6,2;2;1;1;1;0
M039_034_0_0_condition_W026.npy,1.50,4,2;2;1;1
M039_034_0_0_condition_W028.npy,1.40,5,2;2;1;1;1
M039_034_0_0_condition_W029.npy,1.60,5,2;2;1;1;2
M039_035_0_0_condition_M003.npy,0.00,1,0
M039_035_0_0_condition_M005.npy,2.50,2,0;5
M039_035_0_0_condition_M007.npy,2.50,2,0;5
M039_035_0_0_condition_M009.npy,0.00,1,0
M039_035_0_0_condition_M011.npy,2.50,2,0;5
M039_035_0_0_condition_M012.npy,2.50,2,0;5
M039_035_0_0_condition_M013.npy,2.50,2,0;5
M039_035_0_0_condition_M019.npy,2.50,2,0;5
M039_035_0_0_condition_M022.npy,2.50,2,0;5
M039_035_0_0_condition_M023.npy,2.50,2,0;5
M039_035_0_0_condition_M024.npy,1.50,2,0;3
M039_035_0_0_condition_M025.npy,2.50,2,0;5
M039_035_0_0_condition_M026.npy,2.50,2,0;5
M039_035_0_0_condition_M027.npy,2.50,2,0;5
M039_035_0_0_condition_M028.npy,0.00,1,0
M039_035_0_0_condition_M029.npy,0.50,2,0;1
M039_035_0_0_condition_M030.npy,2.50,2,0;5
M039_035_0_0_condition_M031.npy,2.50,2,0;5
M039_035_0_0_condition_W009.npy,2.50,2,0;5
M039_035_0_0_condition_W011.npy,2.00,2,0;4
M039_035_0_0_condition_W014.npy,2.50,2,0;5
M039_035_0_0_condition_W015.npy,2.50,2,0;5
M039_035_0_0_condition_W016.npy,2.50,2,0;5
M039_035_0_0_condition_W018.npy,2.50,2,0;5
M039_035_0_0_condition_W019.npy,2.50,2,0;5
M039_035_0_0_condition_W021.npy,2.50,2,0;5
M039_035_0_0_condition_W023.npy,2.50,2,0;5
M039_035_0_0_condition_W024.npy,2.50,2,0;5
M039_035_0_0_condition_W025.npy,2.50,2,0;5
M039_035_0_0_condition_W026.npy,2.50,2,0;5
M039_035_0_0_condition_W028.npy,0.00,1,0
M039_035_0_0_condition_W029.npy,2.50,2,0;5
M039_039_0_0_condition_M003.npy,No matching points,0,[]
M039_039_0_0_condition_M005.npy,No matching points,0,[]
M039_039_0_0_condition_M007.npy,No matching points,0,[]
M039_039_0_0_condition_M009.npy,No matching points,0,[]
M039_039_0_0_condition_M011.npy,No matching points,0,[]
M039_039_0_0_condition_M012.npy,No matching points,0,[]
M039_039_0_0_condition_M013.npy,No matching points,0,[]
M039_039_0_0_condition_M019.npy,No matching points,0,[]
M039_039_0_0_condition_M022.npy,No matching points,0,[]
M039_039_0_0_condition_M023.npy,No matching points,0,[]
M039_039_0_0_condition_M024.npy,No matching points,0,[]
M039_039_0_0_condition_M025.npy,No matching points,0,[]
M039_039_0_0_condition_M026.npy,No matching points,0,[]
M039_039_0_0_condition_M027.npy,No matching points,0,[]
M039_039_0_0_condition_M028.npy,No matching points,0,[]
M039_039_0_0_condition_M029.npy,No matching points,0,[]
M039_039_0_0_condition_M030.npy,No matching points,0,[]
M039_039_0_0_condition_M031.npy,No matching points,0,[]
M039_039_0_0_condition_W009.npy,No matching points,0,[]
M039_039_0_0_condition_W011.npy,No matching points,0,[]
M039_039_0_0_condition_W014.npy,No matching points,0,[]
M039_039_0_0_condition_W015.npy,No matching points,0,[]
M039_039_0_0_condition_W016.npy,No matching points,0,[]
M039_039_0_0_condition_W018.npy,No matching points,0,[]
M039_039_0_0_condition_W019.npy,No matching points,0,[]
M039_039_0_0_condition_W021.npy,No matching points,0,[]
M039_039_0_0_condition_W023.npy,No matching points,0,[]
M039_039_0_0_condition_W024.npy,No matching points,0,[]
M039_039_0_0_condition_W025.npy,No matching points,0,[]
M039_039_0_0_condition_W026.npy,No matching points,0,[]
M039_039_0_0_condition_W028.npy,No matching points,0,[]
M039_039_0_0_condition_W029.npy,No matching points,0,[]
M039_040_0_0_condition_M003.npy,2.50,2,2;3
M039_040_0_0_condition_M005.npy,2.50,2,2;3
M039_040_0_0_condition_M007.npy,2.50,2,2;3
M039_040_0_0_condition_M009.npy,2.50,2,2;3
M039_040_0_0_condition_M011.npy,3.00,2,3;3
M039_040_0_0_condition_M012.npy,2.50,2,2;3
M039_040_0_0_condition_M013.npy,2.50,2,2;3
M039_040_0_0_condition_M019.npy,3.00,2,3;3
M039_040_0_0_condition_M022.npy,2.50,2,2;3
M039_040_0_0_condition_M023.npy,2.50,2,2;3
M039_040_0_0_condition_M024.npy,3.00,1,3
M039_040_0_0_condition_M025.npy,2.50,2,2;3
M039_040_0_0_condition_M026.npy,2.50,2,2;3
M039_040_0_0_condition_M027.npy,2.50,2,2;3
M039_040_0_0_condition_M028.npy,2.50,2,2;3
M039_040_0_0_condition_M029.npy,2.50,2,2;3
M039_040_0_0_condition_M030.npy,3.00,1,3
M039_040_0_0_condition_M031.npy,3.00,2,3;3
M039_040_0_0_condition_W009.npy,2.50,2,2;3
M039_040_0_0_condition_W011.npy,2.50,2,2;3
M039_040_0_0_condition_W014.npy,3.00,1,3
M039_040_0_0_condition_W015.npy,2.50,2,2;3
M039_040_0_0_condition_W016.npy,3.00,1,3
M039_040_0_0_condition_W018.npy,2.50,2,2;3
M039_040_0_0_condition_W019.npy,3.00,1,3
M039_040_0_0_condition_W021.npy,2.50,2,2;3
M039_040_0_0_condition_W023.npy,2.50,2,2;3
M039_040_0_0_condition_W024.npy,2.50,2,2;3
M039_040_0_0_condition_W025.npy,3.00,2,3;3
M039_040_0_0_condition_W026.npy,3.00,1,3
M039_040_0_0_condition_W028.npy,2.50,2,2;3
M039_040_0_0_condition_W029.npy,3.00,1,3
M040_034_0_0_condition_M003.npy,5.40,5,5;7;6;6;3
M040_034_0_0_condition_M005.npy,6.00,3,5;7;6
M040_034_0_0_condition_M007.npy,6.50,2,7;6
M040_034_0_0_condition_M009.npy,4.83,6,5;2;7;6;6;3
M040_034_0_0_condition_M011.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M012.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M013.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M019.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M022.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M023.npy,6.00,3,5;7;6
M040_034_0_0_condition_M024.npy,4.83,6,5;2;7;6;6;3
M040_034_0_0_condition_M025.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M026.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M027.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M028.npy,5.40,5,5;7;6;6;3
M040_034_0_0_condition_M029.npy,4.80,5,2;7;6;6;3
M040_034_0_0_condition_M030.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_M031.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_W009.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_W011.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_W014.npy,6.00,3,5;7;6
M040_034_0_0_condition_W015.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_W016.npy,5.00,4,5;2;7;6
M040_034_0_0_condition_W018.npy,6.00,3,5;7;6
